"AÑO","CODIGOOBJETODELGASTO","CODIGOAUXILIAR","NOMBREOBJETODELGASTO","CODIGOGRUPO","CODIGOSUBGRUPO"
2013,42,533,"Compensación Evaluación Desempeño func.CGN",0,4
2013,42,534,"Compensación Controladores Tránsito Aéreo.MDN",0,4
2013,42,535,"Compensación Docentes con Título. MI",0,4
2013,42,536,"Compensación A. 84 L 18834 MDN",0,4
2013,42,537,"Compensación A.103 L 18834 MDN",0,4
2013,42,538,"Compensación A. 104 L 18834 MDN",0,4
2013,42,539,"Compensación especial a cuenta de Reestruc.Organiz.P.Trab.",0,4
2013,42,540,"Funciones Transitorias-Funcionarios c/personal a cargo",0,4
2013,42,541,"Compensación por atención directa pacientes-MI",0,4
2013,42,542,"Compensación p/Especialidades Médicas-MI",0,4
2013,42,543,"Clasifica la partida de 20% del Salario Básico de ASSE-MI",0,4
2013,42,544,"Compensación por asiduidad-NO anestésico-quirúrg.-MI",0,4
2013,42,545,"Compensación por asiduidad-anestésico-quirúrg.-MI",0,4
2013,42,546,"Compensación por niveles de Conducción y Dirección-MI",0,4
2013,42,547,"Compensación por asiduidad-técnicos-MI",0,4
2013,42,548,"Por.func.pol ejec.pers su estab.carcelario y comis.A94 L1793",0,4
2013,42,549,"Equip.Pers.Técnico Médico a sal.básico de ASSE A241 L18719",0,4
2013,42,550,"Compensacion Especial Personal Superior",0,4
2013,42,551,"Compensación Especial p/liquidación haberes",0,4
2013,42,552,"Compensación Especial Directores DGRTID, Interpol, CCU,etc",0,4
2013,42,553,"Compensación Especial por Asiduidad de Vuelo",0,4
2013,42,554,"Compensación desempeño Alta Conducción CO",0,4
2013,42,555,"Compensación Especial Policía Aérea Nacional-MDN",0,4
2013,42,556,"Compensacion Especial  tarea de rescatistas",0,4
2013,42,557,"Compensación Especial inequidades Controlador Transito Aereo",0,4
2013,42,610,"Compensación Personal - Se absorbe",0,4
2013,42,611,"Nivel Retributivo Mínimo",0,4
2013,42,612,"SIMPLI Inciso 04",0,4
2013,42,620,"Compensación Personal",0,4
2013,42,630,"Compensación Altos Ejecutivos",0,4
2013,42,710,"Incentivo por Presentismo",0,4
2013,42,720,"Incentivo por Rendimiento, Dedicación y/o Productividad",0,4
2013,42,721,"Incentivo Compromiso de Gestión-SIRO",0,4
2013,42,722,"Incentivo Compromiso Gestión MI",0,4
2013,42,723,"Incentivo Compromiso Gestión MI",0,4
2013,42,724,"Incentivo Compromiso de Gestión M.I",0,4
2013,42,730,"Otros incentivos",0,4
2013,43,0,"Productividad y dedicación",0,4
2013,43,1,"Incentivo a la productividad-ASSE A.394 L.16736",0,4
2013,43,2,"Incentivo por productividad médica-ASSE  L.16.320 A.307",0,4
2013,43,3,"Complemento mensual a pers.c/dedic.integral a.116 L.16736",0,4
2013,43,4,"Compensación % por Dedicación Integral L.16320 a.77.-MDN",0,4
2013,43,5,"Retribbución mensual situac.excedencia 16226 A82",0,4
2013,43,6,"Compensación por tecnif. y fiscalización DGCasinos",0,4
2013,43,7,"Compensación según acuerdo programa DGCasinos",0,4
2013,43,8,"Compensación p/tareas prior.comet sust A183,193y221L17296",0,4
2013,43,9,"Encuestas-Tareas Ext.func.púb.(A63L17296-A125L15809-A200/1",0,4
2013,43,10,"Grupo p/repres.contrab.y control-MEF  lit.C) A166 L17296",0,4
2013,43,11,"Por mant.actividad con aport/Retiro oblig.Oficls.MI A5L15098",0,4
2013,43,12,"Por mant.actividad sin aporte/Retiro oblig.Oficls-MI A5L1509",0,4
2013,43,13,"%/tasa-Oficial Actuante matrim.a domic. A418L15809",0,4
2013,43,14,"Turnos y Feriados A256L17296 D169/003",0,4
2013,43,15,"Comp.Observ.Viático p/día embarque A204y 205 L17296D391/03",0,4
2013,43,16,"Incentivo p/funcionarios por evitar Pérdidas",0,4
2013,43,17,"Trabajo extraord-Convenio Int.Municip.-DNCatastro A114L15903",0,4
2013,43,19,"Suplemento Militar Grupo de Buceo D918/974,268/980,71/005",0,4
2013,43,20,"Por.func.pol ejec.pers su estab.carcelario y comis.A94 L1793",0,4
2013,43,21,"Personal Serv.Seguridad-Inc.02 A62 L17930",0,4
2013,43,22,"Compensación pers.pol.tar.adm.y cust.ex presid. A62 L17930",0,4
2013,43,23,"Prima p/rend.grupal e indv.-DGI nº1)y2)A23D166/005,A2L17706",0,4
2013,43,24,"Compensación Escolta Presidencial A114 L18172",0,4
2013,44,0,"Antigüedad",0,4
2013,44,1,"Prima por antigüedad",0,4
2013,45,0,"Complementos",0,4
2013,45,1,"Por gastos de represent.fuera país sin aportes A229L16736",0,4
2013,45,2,"Diferencia coef.y tipo de cambio A63a65L12801",0,4
2013,45,3,"Dif.Coef.Tipo Camb.Contrataciones MRREE",0,4
2013,45,5,"Quebrantos de caja",0,4
2013,45,6,"50%MisiónPaz:com.MDNA22L15167-m.of.MDNyMI A102L14157",0,4
2013,45,7,"Complem.reparación func. A21L.16736 y Sent.Judiciales varias",0,4
2013,45,8,"Dif.por aplic % s/dotac.Ministros Corte Electoral A486L17296",0,4
2013,45,9,"Multas, porcentaje para denunciante",0,4
2013,45,10,"Retrib.Adic.Esc.I yPart.conf.""Q""del PJ yequip.M.PúbyFis yTCA",0,4
2013,46,0,"Subrogación y acefalías",0,4
2013,46,1,"Diferencia por subrogación",0,4
2013,46,2,"Distr.econ.p/acefalia M.Sup.Cte.Justicia,T.Cont.Ad",0,4
2013,47,0,"Equiparación",0,4
2013,47,1,"Por equiparación de escalafones",0,4
2013,47,2,"Equipar.SalarialSimil.Responsab.Reforma Estado A.726 L.16736",0,4
2013,47,3,"Por equiparac.escalaf.SIN APORTES",0,4
2013,47,5,"Equip.Pers.Técnico Médico a sal.básico de ASSE A241 L18719",0,4
2013,47,500,"Equiparación a Militares",0,4
2013,48,0,"Aumentos especiales",0,4
2013,48,1,"Compensación por aumentos establecidos en A.vs.L.16736",0,4
2013,48,2,"Aumento especial  Art.2 Dec. 260/90",0,4
2013,48,3,"Aumento especial  Arts. 2 y 3 Dec. 221/993",0,4
2013,48,4,"Aumento Esp. Dec. 180/85",0,4
2013,48,5,"Aum.40%-Corte Electoral exc.esc.p/q - L.16462 A.164",0,4
2013,48,6,"Aumento - Decreto Nro. 26 de 19/01/94",0,4
2013,48,7,"% diferencial del aumento - A.182 L.16713",0,4
2013,48,8,"Adelanto a cuenta de futuros aumentos",0,4
2013,48,9,"Aumento sueldo - partida Dec.203/92",0,4
2013,48,10,"Aum.30%-Trib.Ctas.esc. A al D y F,L16462 A158 y modif",0,4
2013,48,11,"Aumento Corte Electoral 6% A.528 L16736",0,4
2013,48,12,"Comp.del 5,3%-personal esc. K y Equip. - L.16.333 A.2",0,4
2013,48,13,"Aumento diferencial A.N.E.P.",0,4
2013,48,14,"Diferencial  aumento policial A. 181 L. 16.713L 16736 A 440.",0,4
2013,48,15,"Aumento MDN A2y MI Art.3Ley 17.269 28/9/2000",0,4
2013,48,16,"Aum.Universidad./Doc.y no doc. partida Ley17296 vigenc.2001",0,4
2013,48,17,"Aum.salarial a partir del 1/5/03 D191/003",0,4
2013,48,18,"Complemento por no alcanzar mínimo Dec.256/004",0,4
2013,48,19,"Partid.p/redist.fun.doc.y no doc.UR y ANEP",0,4
2013,48,21,"Adic.ret.nom.<=$13000, Inc2a15,17al19y27,(excp.LyK)D259/05",0,4
2013,48,22,"Recup.salarial Esc.IIalVIIyR A389 Inc.16PJ y A420 Inc.19TCA",0,4
2013,48,23,"Recup.salarial Inc.2al27 A454 L17930ExcpPJ,TCAycargosA388)",0,4
2013,48,24,"Aumento Exclusivo MSP Art 271 lit A Ley 17930",0,4
2013,48,25,"Recup. salarial MSP A104 L18046",0,4
2013,48,26,"Recup.Salarial Enero/2007 A.454 L.17.930",0,4
2013,48,27,"Minimo de $ 850 Decreto Nº22/007",0,4
2013,48,28,"Recup.Salarial Enero/2008",0,4
2013,48,29,"Conv.salariales funcs.médicos,odont.,y profes.asist.ASSE",0,4
2013,48,30,"Conv.salariales funcs.no médicos-ASSE",0,4
2013,48,31,"Recup.Salarial Enero/2009",0,4
2013,48,32,"Recup.Salarial Enero/2010",0,4
2013,48,33,"Diferencia aumento Enero/2010",0,4
2013,48,34,"Incremento Retrib.Sal.a cargos y funciones contratadas MI",0,4
2013,48,35,"Incremento Ret.Sal Lit.C Art. 647 Ley 18.719 Poder Judicial",0,4
2013,48,36,"Incremento Retrib.Sal. Personal Técnico Serv.Salud MI",0,4
2013,48,37,"Incremento Retrib. Salarial INAU",0,4
2013,48,38,"Incremento Ret.Sal.Pers.Subalterno y Superior K y civil equ",0,4
2013,48,39,"Diferencia para alcanzar el minimo",0,4
2013,51,0,"Dietas",0,5
2013,51,1,"Horas docentes",0,5
2013,51,2,"Horas docentes Retirados Militares",0,5
2013,52,0,"Por trabajo en días inhábiles y nocturno",0,5
2013,52,1,"Por trabajo en horas nocturnas",0,5
2013,52,2,"Por trabajo en dias inhábiles",0,5
2013,53,0,"Licencias generadas y no gozadas",0,5
2013,53,1,"Licencia generada y no gozada p/jornaleros SCRA",0,5
2013,54,0,"Retribución Técnicos ases.econ.comer.y Aux.Adm.A97L15903",0,5
2013,54,1,"Retribución Curiales",0,5
2013,55,0,"Retribuciones Redistribuído Incor.y Excedentarios-Progs.800.",0,5
2013,55,1,"Incorp.trans.ANSE Inc13Pg701UE3, A33L17243yA12D13/003",0,5
2013,55,2,"Incorp.trans.AFE Inc10 Pg702UE1, A205L17930 Proy.Inv888",0,5
2013,55,3,"Incorp. PLUNA (para reg. 031) Inc2UE008Sev.Civil,Prog.703",0,5
2013,55,4,"Incorp.Ex-INA(para reg.031) enProgs.704 A378L17296",0,5
2013,55,5,"Incorp.Repaciones por Vía Administrativa A21L16736",0,5
2013,55,6,"Incorp.al MIE A230 L17296",0,5
2013,57,0,"Becas de trabajo y pasantías",0,5
2013,57,1,"Becas",0,5
2013,57,2,"Pasantías",0,5
2013,57,3,"Becas Primera Experiencia Laboral",0,5
2013,57,5,"Contratos de Trabajo a Término A29a43L17556 D85/003(F11)",0,5
2013,57,6,"Adscriptos Pres.de la República A65 L17930",0,5
2013,57,9,"Contratos p/tareas apoyo directo a Ministros o Directores",0,5
2013,57,10,"Adscriptos Art.58 Ley 18719",0,5
2013,57,11,"Adscriptos A57 L18719 de Incisos distinto al que lo contrata",0,5
2013,58,0,"Horas Extras",0,5
2013,58,1,"Horas Extras Comunes",0,5
2013,58,2,"Horas Extras Nocturnas",0,5
2013,59,0,"Sueldo anual complementario",0,5
2013,63,0,"Salario Vacacional",0,6
2013,64,0,"Contribuciones por asistencia médica",0,6
2013,66,0,"Ayuda de arrendamiento",0,6
2013,67,0,"Compensación por alimentación con aportes",0,6
2013,68,0,"Comp.alimentación sin aporte,día trab.A157y167L16713 D113/96",0,6
2013,68,2,"Comp.alimentación c/aporte",0,6
2013,69,0,"Otros beneficios al personal",0,6
2013,69,2,"Compensación por perfeccionamiento técnico-DGCasinos",0,6
2013,69,3,"Prima por asistencia social-DGCasinos",0,6
2013,69,4,"Compensación por vestimenta-DGCasinos",0,6
2013,71,0,"Prima por matrimonio",0,7
2013,72,0,"Hogar constituído",0,7
2013,72,1,"Hogar Constituido Agreg.Com Ext.",0,7
2013,73,0,"Prima por nacimiento",0,7
2013,74,0,"Prestaciones por hijo",0,7
2013,74,1,"Prestaciones por hijo Agreg.Com.Exter.",0,7
2013,77,0,"Comp. por  hijo func. en el exterior y Dif. coef.",0,7
2013,78,0,"Prestaciones por salario vacacional-NO VIGENTE",0,7
2013,79,0,"Otros beneficios familiares",0,7
2013,79,1,"Prima Solidaria Familiar MDN A80 L17930",0,7
2013,81,0,"Aporte patronal sistema seguridad social s/retrib.",0,8
2013,81,1,"Aporte patronal funciones permanentes en el Exterior",0,8
2013,82,0,"Otros aportes patronales sobre retribuciones a F.N.V.",0,8
2013,82,1,"Otros aport. patrs. s/retribs a F.N.V.-func.perm.en Exterior",0,8
2013,83,0,"Aporte patronal por Serv.Bonif.(Cód.Ret.3.05)",0,8
2013,84,0,"NO VIGENTE Aporte patronal a DISSE",0,8
2013,85,0,"Complemento Contribución Patronal cuota mutual",0,8
2013,86,0,"Aporte patronal a Fondo Reconv. Laboral",0,8
2013,87,0,"Aporte patronal a FONASA",0,8
2013,87,1,"Aporte patronal a FONASA-func.perm. en el Exterior",0,8
2013,88,0,"Pago Seguro Contratado con el Banco Seguros del Estado",0,8
2013,89,0,"Otras cargas legales sobre servicios personales",0,8
2013,91,0,"Retribuciones de ejercicios vencidos A49 L17930",0,9
2013,91,8,"Economías ejercicios vencidos 2008",0,9
2013,91,9,"Economías ejercicios vencidos 2009",0,9
2013,91,10,"Economías ejercicios vencidos 2010",0,9
2013,91,11,"Economías ejercicios vencidos 2011",0,9
2013,91,12,"Economías ejercicios vencidos 2012",0,9
2013,92,0,"Partidas globales a distribuir",0,9
2013,92,1,"Partida global a distribuir p/contratos del PNUD",0,9
2013,92,2,"Partida global a distribuir p/ Adscriptos",0,9
2013,92,3,"Partida a distribuir proveniente del A4 i2 L17904",0,9
2013,92,4,"Partida global para reformulación de estructuras",0,9
2013,92,5,"Partida global para escalafón conducción",0,9
2013,92,6,"Partida globlal por cese de incentivo por retiro",0,9
2013,92,7,"Partida global p/reestructuras A6 L18362",0,9
2013,92,8,"Partida Indisponible (ver detalle)",0,9
2013,94,0,"Fdo p/financiar cargos o func.a personas c/discapacidad",0,9
2013,95,0,"Fondos Presupuestales",0,9
2013,95,2,"Fondo para Contratos Temporales Dcho. Público",0,9
2013,95,3,"Fondo para Contrataciones Cachet",0,9
2013,95,4,"Fondo para Contratos Laborales",0,9
2013,95,5,"Fondo p/financiar funciones transitorias y de conducción",0,9
2013,95,999,"Reserva de crédito contratos a término",0,9
2013,97,11,"Partida a Reasignar proveniente de Economías",0,9
2013,98,0,"Serv.Personales  para uso excl.Entes Descentr.Pto.Nal.",0,9
2013,98,2,"Retibuciones UTEC ejercicio 2013",0,9
2013,99,0,"Otras retribuciones",0,9
2013,99,1,"Partida Proyectada",0,9
2013,99,2,"Financiaciòn de Estructuras Organizativas",0,9
2013,99,3,"Retribribuciones Personales p/distribución Grupo 0.",0,9
2013,99,95,"Partida para Recomposición de Estructuras Remunerativas",0,9
2013,99,98,"Partida condicinada a los requisitos A717 L18719-A271L18996",0,9
2013,99,99,"Partida global SIMPLI a nivel de Inciso",0,9
2013,111,0,"Alimentos para personas",1,1
2013,111,1,"Alimentos para personas adquiridos a través de U.C.A.A.",1,1
2013,112,0,"Alimento para animales",1,1
2013,113,0,"Productos pecuarios",1,1
2013,114,0,"Productos agroforestales y sus manufacturas",1,1
2013,115,0,"Materias primas agropecuarias y forestales",1,1
2013,116,0,"Materias primas de origen acuático",1,1
2013,119,0,"Otros",1,1
2013,121,0,"Hilados y telas",1,2
2013,122,0,"Prendas de vestir",1,2
2013,122,1,"Dif. Reintegro por concepto de Equipo OficialesMDN",1,2
2013,122,2,"Equipos para el personal de vigilancia en playas",1,2
2013,122,3,"Uniformes área asistencial-Sect.Salúd",1,2
2013,122,4,"Uniformes área no asistencial-Sect.Salúd",1,2
2013,122,5,"Ropa usuarios internación-Sect.Salúd",1,2
2013,122,301,"Dif.reintegro p/Equipos Oficiales-Militar",1,2
2013,123,0,"Confecciones textiles",1,2
2013,124,0,"Cuero, pieles y similares",1,2
2013,129,0,"Otros",1,2
2013,131,0,"Papeles de oficina",1,3
2013,132,0,"Productos de papel y cartón",1,3
2013,133,0,"Formularios , impresos  y similares",1,3
2013,134,0,"Productos de artes gráficas",1,3
2013,135,0,"Libros, revistas y otras publicaciones",1,3
2013,135,1,"Libros, revistas, art.tecnicos, guias en formato digital",1,3
2013,136,0,"Especies timbradas y valoradas",1,3
2013,139,0,"Otros",1,3
2013,141,0,"Combustibles derivados del petróleo",1,4
2013,141,1,"Combustible de aeronaves",1,4
2013,142,0,"Electricidad",1,4
2013,143,0,"Supergas",1,4
2013,144,0,"Carbón mineral",1,4
2013,145,0,"Productos energéticos de origen vegetal",1,4
2013,146,0,"Energía nuclear",1,4
2013,149,0,"Otros",1,4
2013,151,0,"Lubricantes y otros derivados del petróleo",1,5
2013,152,0,"Productos medicinales y farmacéuticos",1,5
2013,152,1,"Vacunas",1,5
2013,152,2,"Medicamentos oncologicos por amparos judiciales",1,5
2013,153,0,"Productos veterinarios",1,5
2013,154,0,"Compuestos químicos, tintas y pinturas",1,5
2013,154,1,"Oxígeno (UCAMAE)",1,5
2013,154,2,"Reactivos (UCAMAE)",1,5
2013,154,3,"Oxígeno líquido-Sect.Salúd",1,5
2013,154,4,"Oxígeno balones-Sect.Salúd",1,5
2013,155,0,"Abonos, fertilizantes, fumigantes, etc.",1,5
2013,156,0,"Productos plásticos , acrílicos y similares",1,5
2013,157,0,"Artículos de caucho",1,5
2013,158,0,"Municiones y explosivos",1,5
2013,159,0,"Otros",1,5
2013,161,0,"Productos de loza,ceramica y similares",1,6
2013,162,0,"Productos de vidrio",1,6
2013,163,0,"Materiales de construcción",1,6
2013,163,1,"Materiales de construcción -  Convenio",1,6
2013,164,0,"Petróleo y gas natural",1,6
2013,169,0,"Otros",1,6
2013,171,0,"Productos básicos de hierro y acero",1,7
2013,172,0,"Productos básicos metalicos no ferrosos",1,7
2013,173,0,"Accesorios metalicos",1,7
2013,174,0,"Estructuras metalicas acabadas",1,7
2013,175,0,"Material y équipo bélico",1,7
2013,176,0,"Herramientas menores",1,7
2013,179,0,"Otros",1,7
2013,191,0,"Utiles de oficina",1,9
2013,192,0,"Elementos de limpieza y de aseo",1,9
2013,193,0,"Artículos y accesorios eléctricos",1,9
2013,194,0,"Artículos menores médico quirúrgicos",1,9
2013,194,1,"Articulos medicos quirúrgicos p/ gastos por amparos judicial",1,9
2013,195,0,"Artículos educacionales, culturales,deportivos y recreativos",1,9
2013,196,0,"Utiles de cocina,comedor,baño",1,9
2013,197,0,"Artículos y accesorios de informática",1,9
2013,198,0,"Repuestos y accesorios",1,9
2013,198,1,"Repuestos y Accesorios uso exclus.Incisos 25,26 y 27",1,9
2013,198,2,"Dispositivo de Control Vehicular ANCAP-Clearing",1,9
2013,198,3,"Repuestos y accesorios-equip.médicos-Sect.Salúd",1,9
2013,198,4,"Repuestos y accesorios-transporte-Sect.Salúd",1,9
2013,198,5,"Dispositivo  trazabilidad de semovientes",1,9
2013,199,0,"Otros bienes de consumo no incluidos en los anteriores",1,9
2013,199,1,"no vigente",1,9
2013,211,0,"Teléfono, telégrafo y similares",2,1
2013,212,0,"Agua",2,1
2013,213,0,"Electricidad",2,1
2013,214,0,"Gas",2,1
2013,219,0,"Otros",2,1
2013,221,0,"Publicidad",2,2
2013,221,1,"Publicidad-TV",2,2
2013,221,2,"Publicidad-Radio",2,2
2013,221,3,"Publicidad-Prensa escrita",2,2
2013,222,0,"Propaganda",2,2
2013,222,1,"Propaganda-TV",2,2
2013,222,2,"Propaganda-Radio",2,2
2013,222,3,"Propaganda-Prensa escrita",2,2
2013,223,0,"Impresiones, reproducciones y encuadernaciones",2,2
2013,229,0,"Otros",2,2
2013,231,0,"Pasajes dentro del país",2,3
2013,232,0,"Pasajes al exterior contratados  en el país",2,3
2013,232,1,"Pasajes al exterior contratados  en el país, ejercicio anter",2,3
2013,233,0,"Pasajes contratados fuera del país",2,3
2013,234,0,"Viáticos dentro del país",2,3
2013,234,1,"Viáticos dentro del país- Miembros de Juntas Electorales",2,3
2013,234,2,"Dif.de Vi'aticos de MDN",2,3
2013,235,0,"Viáticos fuera del país",2,3
2013,235,1,"Viáticos fuera del país, ejercicio anterior",2,3
2013,236,0,"Otros Gastos en exterior(m/n y m/e) traslado,part.especial",2,3
2013,236,1,"Gastos de Misiones de Paz in situ",2,3
2013,239,0,"Otros gastos de traslado",2,3
2013,239,1,"Pasajes,alojamiento,alimentación y otros gastos producción",2,3
2013,241,0,"Servicio de mudanzas contratados dentro del país",2,4
2013,242,0,"Servicio de mudanzas contratados fuera del país",2,4
2013,243,0,"Almacenamiento contratado dentro del país",2,4
2013,244,0,"Almacenamiento contratado fuera del país",2,4
2013,245,0,"Fletes y otros gastos contratados dentro país",2,4
2013,246,0,"Fletes y otros gastos contratados fuera del país",2,4
2013,247,0,"Correspondencia, encomiendas contratadas dentro del país",2,4
2013,248,0,"Correspondencia, encomiendas  contratadas fuera del país",2,4
2013,249,0,"Otros",2,4
2013,251,0,"De inmuebles contratados dentro del país",2,5
2013,251,1,"De inmuebles contratados dentro del país- Ejerc. anteriores",2,5
2013,251,2,"De inmuebles para uso asistencial-Sect.Salúd",2,5
2013,251,3,"De inmuebles para uso no asistencial-Sect.Salúd",2,5
2013,252,0,"De inmuebles contratados fuera del país",2,5
2013,252,1,"De inmuebles contratados fuera del país- Ejerc. anteriores",2,5
2013,253,0,"De equipos de computación",2,5
2013,254,0,"De equipos de oficina",2,5
2013,255,0,"De equipos y aparatos de audio y comunicación",2,5
2013,256,0,"De máquinas y equipos de construcción",2,5
2013,257,0,"De equipos de transporte y similares",2,5
2013,257,1,"Locomoción Contratada Asistencial-ambulancias-Sect.Salúd",2,5
2013,257,2,"Locomoción Contratada Asistencial-otros vehic.-Sect.Salúd",2,5
2013,258,0,"De equipos del Sector Salúd",2,5
