"AÑO","CODIGOINCISO","CODIGOPROGRAMA","CODIGOPROYECTO","NOMBREPROYECTO"
2012,10,280,773,"Edificios"
2012,10,280,777,"Ruta 1: Libertad - Colonia"
2012,10,280,788,"Muestras y Exposiciones"
2012,10,280,845,"Adquisición de Vehículos"
2012,10,280,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,280,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,280,848,"Reformulación del cuerpo inspectivo"
2012,10,280,849,"Asistencia técnica"
2012,10,280,850,"Servicios de transporte por carretera"
2012,10,280,853,"Mantenimiento del programa"
2012,10,280,855,"Mantenimiento del Programa"
2012,10,280,856,"Mantenimiento del Programa"
2012,10,280,857,"Plan de Mantenimiento"
2012,10,280,858,"Mantenimiento"
2012,10,280,859,"Mantenimiento del programa"
2012,10,280,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2012,10,280,861,"Consolidar la formalidad en el transporte de cargas por carr"
2012,10,280,862,"Fortalecimiento institucional"
2012,10,280,900,"Apoyo al Plan de Emergencia Social"
2012,10,280,903,"Seguridad en el tránsito"
2012,10,280,908,"Asistencia Técnica"
2012,10,280,923,"Culminación y refacción de las obras del Edificio EDIR"
2012,10,280,924,"Planes Especiales de Interés Nacional"
2012,10,280,925,"Refacciones y adecuaciones edificios MTOP"
2012,10,280,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2012,10,280,927,"Equipamiento de Oficina"
2012,10,280,929,"Gastos asesorías, compra de equipos y vehículos"
2012,10,280,934,"Coordinación, difusión, extensión e investigación aplicada"
2012,10,280,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2012,10,280,936,"Desarrollo Tecnológico y Capacitación"
2012,10,280,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2012,10,280,938,"Automatización y Regularización de Gestión"
2012,10,280,939,"Infraestructura Nacional de Datos Espaciales"
2012,10,280,956,"Puente Colonia Bs.As."
2012,10,280,971,"Equipamiento y mobiliario de oficina"
2012,10,280,972,"Informática"
2012,10,280,973,"Inmuebles"
2012,10,280,974,"Vehículos"
2012,10,280,999,"Mantenimiento y conservación de la red"
2012,10,282,0,"Funcionamiento"
2012,10,282,701,"Fortalecimiento  institucional"
2012,10,282,702,"Convenios"
2012,10,282,703,"Convenios con  instituciones deportivas"
2012,10,282,706,"Equipamiento informático"
2012,10,282,712,"Anillo Colector Perimetral de Montevideo"
2012,10,282,722,"Rutas Varias"
2012,10,282,725,"Fortalecimiento Institucional"
2012,10,282,730,"Inversión de Ejercicios Anteriores"
2012,10,282,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,282,750,"Rutas"
2012,10,282,752,"Puentes"
2012,10,282,754,"Seguridad Vial"
2012,10,282,756,"Mejoramiento Institucional"
2012,10,282,757,"Puertos y Vías Navegables"
2012,10,282,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,282,759,"Gastos de estudio y preinversión"
2012,10,282,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,282,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,282,762,"Adquisición de maquinaria"
2012,10,282,763,"Renovación del Parque Automotor"
2012,10,282,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,282,765,"Expropiaciones para Obras"
2012,10,282,766,"Mantenimiento de balanzas"
2012,10,282,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,282,771,"Adquisición de vehículos"
2012,10,282,773,"Edificios"
2012,10,282,777,"Ruta 1: Libertad - Colonia"
2012,10,282,788,"Muestras y Exposiciones"
2012,10,282,845,"Adquisición de Vehículos"
2012,10,282,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,282,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,282,848,"Reformulación del cuerpo inspectivo"
2012,10,282,849,"Asistencia técnica"
2012,10,282,850,"Servicios de transporte por carretera"
2012,10,282,853,"Mantenimiento del programa"
2012,10,282,855,"Mantenimiento del Programa"
2012,10,282,856,"Mantenimiento del Programa"
2012,10,282,857,"Plan de Mantenimiento"
2012,10,282,858,"Mantenimiento"
2012,10,282,859,"Mantenimiento del programa"
2012,10,282,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2012,10,282,861,"Consolidar la formalidad en el transporte de cargas por carr"
2012,10,282,862,"Fortalecimiento institucional"
2012,10,282,900,"Apoyo al Plan de Emergencia Social"
2012,10,282,903,"Seguridad en el tránsito"
2012,10,282,908,"Asistencia Técnica"
2012,10,282,923,"Culminación y refacción de las obras del Edificio EDIR"
2012,10,282,924,"Planes Especiales de Interés Nacional"
2012,10,282,925,"Refacciones y adecuaciones edificios MTOP"
2012,10,282,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2012,10,282,927,"Equipamiento de Oficina"
2012,10,282,929,"Gastos asesorías, compra de equipos y vehículos"
2012,10,282,934,"Coordinación, difusión, extensión e investigación aplicada"
2012,10,282,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2012,10,282,936,"Desarrollo Tecnológico y Capacitación"
2012,10,282,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2012,10,282,938,"Automatización y Regularización de Gestión"
2012,10,282,939,"Infraestructura Nacional de Datos Espaciales"
2012,10,282,956,"Puente Colonia Bs.As."
2012,10,282,971,"Equipamiento y mobiliario de oficina"
2012,10,282,972,"Informática"
2012,10,282,973,"Inmuebles"
2012,10,282,974,"Vehículos"
2012,10,282,999,"Mantenimiento y conservación de la red"
2012,10,344,0,"Funcionamiento"
2012,10,344,302,"Mantenimiento del programa"
2012,10,344,701,"Fortalecimiento  institucional"
2012,10,344,702,"Convenios"
2012,10,344,706,"Equipamiento informático"
2012,10,344,712,"Anillo Colector Perimetral de Montevideo"
2012,10,344,722,"Rutas Varias"
2012,10,344,725,"Fortalecimiento Institucional"
2012,10,344,730,"Inversión de Ejercicios Anteriores"
2012,10,344,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,344,750,"Rutas"
2012,10,344,752,"Puentes"
2012,10,344,754,"Seguridad Vial"
2012,10,344,756,"Mejoramiento Institucional"
2012,10,344,757,"Puertos y Vías Navegables"
2012,10,344,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,344,759,"Gastos de estudio y preinversión"
2012,10,344,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,344,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,344,762,"Adquisición de maquinaria"
2012,10,344,763,"Renovación del Parque Automotor"
2012,10,344,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,344,765,"Expropiaciones para Obras"
2012,10,344,766,"Mantenimiento de balanzas"
2012,10,344,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,344,771,"Adquisición de vehículos"
2012,10,344,773,"Edificios"
2012,10,344,777,"Ruta 1: Libertad - Colonia"
2012,10,344,788,"Muestras y Exposiciones"
2012,10,344,845,"Adquisición de Vehículos"
2012,10,344,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,344,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,344,848,"Reformulación del cuerpo inspectivo"
2012,10,344,849,"Asistencia técnica"
2012,10,344,850,"Servicios de transporte por carretera"
2012,10,344,853,"Mantenimiento del programa"
2012,10,344,855,"Mantenimiento del Programa"
2012,10,344,856,"Mantenimiento del Programa"
2012,10,344,857,"Plan de Mantenimiento"
2012,10,344,858,"Mantenimiento"
2012,10,344,859,"Mantenimiento del programa"
2012,10,344,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2012,10,344,861,"Consolidar la formalidad en el transporte de cargas por carr"
2012,10,344,862,"Fortalecimiento institucional"
2012,10,344,900,"Apoyo al Plan de Emergencia Social"
2012,10,344,903,"Seguridad en el tránsito"
2012,10,344,908,"Asistencia Técnica"
2012,10,344,923,"Culminación y refacción de las obras del Edificio EDIR"
2012,10,344,924,"Planes Especiales de Interés Nacional"
2012,10,344,925,"Refacciones y adecuaciones edificios MTOP"
2012,10,344,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2012,10,344,927,"Equipamiento de Oficina"
2012,10,344,929,"Gastos asesorías, compra de equipos y vehículos"
2012,10,344,934,"Coordinación, difusión, extensión e investigación aplicada"
2012,10,344,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2012,10,344,936,"Desarrollo Tecnológico y Capacitación"
2012,10,344,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2012,10,344,938,"Automatización y Regularización de Gestión"
2012,10,344,939,"Infraestructura Nacional de Datos Espaciales"
2012,10,344,956,"Puente Colonia Bs.As."
2012,10,344,971,"Equipamiento y mobiliario de oficina"
2012,10,344,972,"Informática"
2012,10,344,973,"Inmuebles"
2012,10,344,974,"Vehículos"
2012,10,344,999,"Mantenimiento y conservación de la red"
2012,10,346,0,"Funcionamiento"
2012,10,346,302,"Mantenimiento del programa"
2012,10,346,701,"Fortalecimiento  institucional"
2012,10,346,702,"Convenios"
2012,10,346,706,"Equipamiento informático"
2012,10,346,712,"Anillo Colector Perimetral de Montevideo"
2012,10,346,722,"Rutas Varias"
2012,10,346,725,"Fortalecimiento Institucional"
2012,10,346,730,"Inversión de Ejercicios Anteriores"
2012,10,346,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,346,750,"Rutas"
2012,10,346,752,"Puentes"
2012,10,346,754,"Seguridad Vial"
2012,10,346,756,"Mejoramiento Institucional"
2012,10,346,757,"Puertos y Vías Navegables"
2012,10,346,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,346,759,"Gastos de estudio y preinversión"
2012,10,346,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,346,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,346,762,"Adquisición de maquinaria"
2012,10,346,763,"Renovación del Parque Automotor"
2012,10,346,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,346,765,"Expropiaciones para Obras"
2012,10,346,766,"Mantenimiento de balanzas"
2012,10,346,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,346,771,"Adquisición de vehículos"
2012,10,346,773,"Edificios"
2012,10,346,777,"Ruta 1: Libertad - Colonia"
2012,10,346,788,"Muestras y Exposiciones"
2012,10,346,845,"Adquisición de Vehículos"
2012,10,346,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,346,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,346,848,"Reformulación del cuerpo inspectivo"
2012,10,346,849,"Asistencia técnica"
2012,10,346,850,"Servicios de transporte por carretera"
2012,10,346,853,"Mantenimiento del programa"
2012,10,346,855,"Mantenimiento del Programa"
2012,10,346,856,"Mantenimiento del Programa"
2012,10,346,857,"Plan de Mantenimiento"
2012,10,346,858,"Mantenimiento"
2012,10,346,859,"Mantenimiento del programa"
2012,10,346,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2012,10,346,861,"Consolidar la formalidad en el transporte de cargas por carr"
2012,10,346,862,"Fortalecimiento institucional"
2012,10,346,900,"Apoyo al Plan de Emergencia Social"
2012,10,346,903,"Seguridad en el tránsito"
2012,10,346,908,"Asistencia Técnica"
2012,10,346,923,"Culminación y refacción de las obras del Edificio EDIR"
2012,10,346,924,"Planes Especiales de Interés Nacional"
2012,10,346,925,"Refacciones y adecuaciones edificios MTOP"
2012,10,346,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2012,10,346,927,"Equipamiento de Oficina"
2012,10,346,929,"Gastos asesorías, compra de equipos y vehículos"
2012,10,346,934,"Coordinación, difusión, extensión e investigación aplicada"
2012,10,346,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2012,10,346,936,"Desarrollo Tecnológico y Capacitación"
2012,10,346,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2012,10,346,938,"Automatización y Regularización de Gestión"
2012,10,346,939,"Infraestructura Nacional de Datos Espaciales"
2012,10,346,956,"Puente Colonia Bs.As."
2012,10,346,971,"Equipamiento y mobiliario de oficina"
2012,10,346,972,"Informática"
2012,10,346,973,"Inmuebles"
2012,10,346,974,"Vehículos"
2012,10,346,999,"Mantenimiento y conservación de la red"
2012,10,360,0,"Funcionamiento"
2012,10,360,302,"Mantenimiento del programa"
2012,10,360,501,"Fortalecimiento  Institucional"
2012,10,360,701,"Fortalecimiento  institucional"
2012,10,360,702,"Convenios"
2012,10,360,706,"Equipamiento informático"
2012,10,360,712,"Anillo Colector Perimetral de Montevideo"
2012,10,360,722,"Rutas Varias"
2012,10,360,725,"Fortalecimiento Institucional"
2012,10,360,730,"Inversión de Ejercicios Anteriores"
2012,10,360,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,360,750,"Rutas"
2012,10,360,752,"Puentes"
2012,10,360,754,"Seguridad Vial"
2012,10,360,756,"Mejoramiento Institucional"
2012,10,360,757,"Puertos y Vías Navegables"
2012,10,360,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,360,759,"Gastos de estudio y preinversión"
2012,10,360,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,360,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,360,762,"Adquisición de maquinaria"
2012,10,360,763,"Renovación del Parque Automotor"
2012,10,360,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,360,765,"Expropiaciones para Obras"
2012,10,360,766,"Mantenimiento de balanzas"
2012,10,360,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,360,771,"Adquisición de vehículos"
2012,10,360,773,"Edificios"
2012,10,360,777,"Ruta 1: Libertad - Colonia"
2012,10,360,788,"Muestras y Exposiciones"
2012,10,360,845,"Adquisición de Vehículos"
2012,10,360,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,360,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,360,848,"Reformulación del cuerpo inspectivo"
2012,10,360,849,"Asistencia técnica"
2012,10,360,850,"Servicios de transporte por carretera"
2012,10,360,853,"Mantenimiento de programa"
2012,10,360,855,"Mantenimiento del Programa"
2012,10,360,856,"Mantenimiento del Programa"
2012,10,360,857,"Plan de Mantenimiento"
2012,10,360,858,"Mantenimiento"
2012,10,360,859,"Mantenimiento del programa"
2012,10,360,860,"Desarrollo Plan director Area Metropolitana de Montevideo"
2012,10,360,861,"Consolidar la formalidad en el transporte de cargas por carr"
2012,10,360,862,"Fortalecimiento institucional"
2012,10,360,900,"Apoyo al Plan de Emergencia Social"
2012,10,360,903,"Seguridad en el tránsito"
2012,10,360,908,"Asistencia Técnica"
2012,10,360,923,"Culminación y refacción de las obras del Edificio EDIR"
2012,10,360,924,"Planes Especiales de Interés Nacional"
2012,10,360,925,"Refacciones y adecuaciones edificios MTOP"
2012,10,360,926,"Equipamiento Archivo Gráfico y Material Topográfico"
2012,10,360,927,"Equipamiento de Oficina"
2012,10,360,929,"Gastos asesorías, compra de equipos y vehículos"
2012,10,360,934,"Coordinación, difusión, extensión e investigación aplicada"
2012,10,360,935,"Desarrollo de bases y equipamiento de las redes informáticas"
2012,10,360,936,"Desarrollo Tecnológico y Capacitación"
2012,10,360,937,"Desarrollo y Complementación de los Sistemas Micrográficos"
2012,10,360,938,"Automatización y Regularización de Gestión"
2012,10,360,939,"Infraestructura Nacional de Datos Espaciales"
2012,10,360,956,"Puente Colonia Bs.As."
2012,10,360,971,"Equipamiento y mobiliario de oficina"
2012,10,360,972,"Informática"
2012,10,360,973,"Inmuebles"
2012,10,360,974,"Vehículos"
2012,10,360,999,"Mantenimiento y conservación de la red"
2012,10,361,0,"Funcionamiento"
2012,10,361,701,"Fortalecimiento  institucional"
2012,10,361,702,"Convenios"
2012,10,361,706,"Equipamiento informático"
2012,10,361,712,"Anillo Colector Perimetral de Montevideo"
2012,10,361,722,"Rutas Varias"
2012,10,361,725,"Fortalecimiento Institucional"
2012,10,361,730,"Inversión de Ejercicios Anteriores"
2012,10,361,745,"Investigación Estudios de Preinversión y contralor de obras"
2012,10,361,750,"Rutas"
2012,10,361,752,"Puentes"
2012,10,361,754,"Seguridad Vial"
2012,10,361,756,"Mejoramiento Institucional"
2012,10,361,757,"Puertos y Vías Navegables"
2012,10,361,758,"Adq. inmuebles, equipos, herramientas, ropa trabajo, etc."
2012,10,361,759,"Gastos de estudio y preinversión"
2012,10,361,760,"Recursos Hídricos, materiales fluviales y obras hidráulicas"
2012,10,361,761,"Regul.de part.de Obras ejec.por el sist.de Adm.Directa"
2012,10,361,762,"Adquisición de maquinaria"
2012,10,361,763,"Renovación del Parque Automotor"
2012,10,361,764,"Obradores y Sedes Dirección Nacional Arquitectura"
2012,10,361,765,"Expropiaciones para Obras"
2012,10,361,766,"Mantenimiento de balanzas"
2012,10,361,769,"Controles de pesaje e Inspección Técnica Vehicular"
2012,10,361,771,"Adquisición de vehículos"
2012,10,361,773,"Edificios"
2012,10,361,777,"Ruta 1: Libertad - Colonia"
2012,10,361,788,"Muestras y Exposiciones"
2012,10,361,845,"Adquisición de Vehículos"
2012,10,361,846,"Programa Hidrovía Paraná-Paraguay"
2012,10,361,847,"Desarrollo de la Marina Mercante Nacional"
2012,10,361,848,"Reformulación del cuerpo inspectivo"
2012,10,361,849,"Asistencia técnica"
2012,10,361,850,"Servicios de transporte por carretera"
2012,10,361,853,"Mantenimiento del programa"
2012,10,361,855,"Mantenimiento del Programa"
2012,10,361,856,"Mantenimiento del Programa"
